id,word,part_of_speech,difficulty_score,meaning_1,meaning_2,meaning_3
7329,disregard,verb,2336,無視する,軽視する,
7330,dissuade,verb,2922,思いとどまらせる,説得してやめさせる,
7331,distract,verb,2015,気を散らす,注意をそらす,
7332,distraction,noun,2336,気晴らし,気を散らすもの,
7333,divisible,adjective,2651,分割できる,割り切れる,
7334,dizzy,adjective,1410,めまいがする,くらくらする,
7335,doll,noun,954,人形,,
7336,dolphin,noun,1167,イルカ,,
7337,dome,noun,1691,ドーム,丸屋根,
7338,dominant,adjective,2016,支配的な,優勢な,
7339,donkey,noun,1167,ロバ,,
7340,doom,noun,2337,運命,破滅,
7341,doorway,noun,1168,戸口,出入り口,
7342,dot,noun,955,点,ドット,
7343,dove,noun,1410,ハト,,
7344,downstairs,adverb,955,階下へ,下の階で,
7345,downtown,noun,1168,繁華街,都心,
7346,dragon,noun,1169,ドラゴン,竜,
7347,drainage,noun,2016,排水,排水設備,
7348,dramatic,adjective,1691,劇的な,ドラマチックな,
7349,drown,verb,1411,溺れる,溺死する,
7350,drunk,adjective,1170,酔った,酔っぱらった,
7351,duck,noun,956,アヒル,カモ,
7352,dusk,noun,1692,夕暮れ,黄昏,
7353,dwelling,noun,2337,住居,住まい,
7354,dye,noun,1692,染料,,
7355,dynasty,noun,2338,王朝,,
7356,eagle,noun,1170,ワシ,,
7357,earnings,noun,1693,収入,所得,
7358,eastern,adjective,1171,東の,東部の,
7359,echo,noun,1411,反響,こだま,エコー
7360,ecology,noun,2017,生態学,エコロジー,
7361,economist,noun,1693,経済学者,,
7362,ecosystem,noun,2339,生態系,,
7363,edit,verb,1412,編集する,,
7364,editorial,noun,2017,社説,論説,
7365,educate,verb,1412,教育する,,
7366,eel,noun,1413,ウナギ,,
7367,eighteen,number,467,18,18の,
7368,eighty,number,467,80,80の,
7369,elbow,noun,1171,肘,ひじ,
7370,elderly,adjective,1413,年配の,初老の,
7371,electrical,adjective,1414,電気の,,
7372,electrician,noun,1694,電気技師,,
7373,electricity,noun,1172,電気,電力,
7374,electron,noun,2018,電子,,
7375,electronic,adjective,1414,電子の,エレクトロニクスの,
7376,electronics,noun,1694,電子工学,エレクトロニクス,
7377,elegant,adjective,1695,優雅な,エレガントな,
7378,elephant,noun,956,ゾウ,,
7379,elevation,noun,2339,標高,高さ,昇進
7380,eleven,number,468,11,11の,
7381,eligible,adjective,2340,資格のある,適格な,
7382,elite,noun,2340,エリート,精鋭,
7383,embassy,noun,2018,大使館,,
7384,embryo,noun,2651,胚,胎児,
7385,emerge,verb,1696,現れる,出現する,浮かび上がる
7386,empirical,adjective,2923,経験的な,実証的な,
7387,encyclopedia,noun,1696,百科事典,,
7388,ending,noun,1172,結末,終わり,エンディング
7389,enforce,verb,2341,施行する,強制する,
7390,enforcement,noun,2341,施行,執行,
7391,engineering,noun,1415,工学,技術,
7392,enjoyable,adjective,1415,楽しい,楽しめる,
7393,enlighten,verb,2652,啓発する,教える,
7394,enlist,verb,2652,入隊する,協力を得る,
7395,enquiry,noun,2019,問い合わせ,調査,
7396,enrich,verb,2342,豊かにする,富ませる,
7397,enrollment,noun,2019,登録,入学,
7398,ensue,verb,2923,続いて起こる,結果として生じる,
7399,entertain,verb,1416,楽しませる,もてなす,
7400,entertainer,noun,1697,芸能人,エンターテイナー,
7401,enthusiastic,adjective,1697,熱心な,熱狂的な,
7402,entitle,verb,2342,資格を与える,タイトルをつける,
7403,entity,noun,2924,実体,存在,
7404,envelope,noun,1173,封筒,,
7405,envious,adjective,2020,うらやましい,嫉妬深い,
7406,enzyme,noun,2653,酵素,,
7407,equator,noun,1698,赤道,,
7408,equivalent,adjective,2021,同等の,等しい,
7409,essentially,adverb,2021,本質的に,基本的に,
7410,ethic,noun,2343,倫理,,
7411,ethnic,adjective,2022,民族の,エスニックの,
7412,euro,noun,1173,ユーロ,,
7413,evacuate,verb,2343,避難する,避難させる,
7414,evaporate,verb,2344,蒸発する,,
7415,eve,noun,1698,前夜,前日,
7416,eventual,adjective,2345,最終的な,結果として起こる,
7417,evergreen,adjective,1699,常緑の,,
7418,everyday,adjective,957,毎日の,日常の,
7419,exceedingly,adverb,2345,極めて,非常に,
7420,excessive,adjective,2022,過度の,過剰な,
7421,exclusive,adjective,2023,独占的な,排他的な,
7422,exclusively,adverb,2346,独占的に,もっぱら,
7423,exempt,adjective,2653,免除された,,
7424,exotic,adjective,2346,外国の,エキゾチックな,
7425,expanse,noun,2654,広がり,広大な地域,
7426,expectation,noun,1699,期待,予想,
7427,experimental,adjective,1700,実験的な,,
7428,expire,verb,2347,期限が切れる,満了する,
7429,explicit,adjective,2347,明確な,露骨な,
7430,exploitation,noun,2654,搾取,開発,
7431,explorer,noun,1700,探検家,,
7432,explosive,adjective,2023,爆発的な,爆発性の,
7433,expo,noun,1701,博覧会,エキスポ,
7434,exponent,noun,2655,指数,支持者,
7435,exposure,noun,2024,露出,さらされること,
7436,expressive,adjective,2348,表現豊かな,,
7437,exquisite,adjective,2655,絶妙な,精巧な,
7438,exterior,noun,2024,外部,外観,
7439,external,adjective,1702,外部の,対外的な,
7440,extinct,adjective,2025,絶滅した,,
7441,extinction,noun,2348,絶滅,消滅,
7442,eyebrow,noun,1174,眉毛,,
7443,eyelid,noun,1417,まぶた,,
7444,fabric,noun,1702,布,生地,織物
7445,fabulous,adjective,1703,素晴らしい,信じがたい,
7446,faction,noun,2656,派閥,党派,
7447,fairy,noun,957,妖精,フェアリー,
7448,falcon,noun,1703,ハヤブサ,,
7449,famine,noun,2349,飢饉,飢餓,
7450,fantasy,noun,1417,空想,ファンタジー,
7451,farewell,noun,1704,別れ,さよなら,
7452,fashionable,adjective,1418,ファッショナブルな,流行の,
7453,faucet,noun,1418,蛇口,,
7454,fauna,noun,2924,動物相,動物群,
7455,feast,noun,1704,ごちそう,祝宴,
7456,feedback,noun,1705,フィードバック,反応,
7457,fellowship,noun,2349,仲間意識,奨学金,
7458,feminist,noun,2350,フェミニスト,,
7459,fertilizer,noun,2025,肥料,,
7460,fetch,verb,1705,取ってくる,連れてくる,
7461,feudal,adjective,2657,封建的な,,
7462,fiber,noun,1706,繊維,ファイバー,
7463,fierce,adjective,1706,激しい,猛烈な,
7464,fifteen,number,469,15,15の,
7465,fifty,number,469,50,50の,
7466,filter,noun,1419,フィルター,ろ過器,
7467,fingerprint,noun,2026,指紋,,
7468,fir,noun,1707,モミの木,,
7469,FireFox,noun,1174,ファイアフォックス,,
7470,fireplace,noun,1175,暖炉,,
7471,firework,noun,1175,花火,,
7472,fiscal,adjective,2657,財政の,会計の,
7473,fisherman,noun,1176,漁師,,
7474,fist,noun,1419,拳,こぶし,
7475,fitness,noun,1420,健康,フィットネス,適合
7476,flank,noun,2658,脇腹,側面,
7477,flask,noun,2027,フラスコ,水筒,
7478,flavor,noun,1177,風味,味,フレーバー
7479,flea,noun,1707,ノミ,,
7480,flee,verb,1708,逃げる,逃走する,
7481,flesh,noun,1420,肉,肉体,
7482,flock,noun,1709,群れ,,
7483,fluid,noun,1709,液体,流体,
7484,flush,verb,2027,顔を赤らめる,流す,
7485,foggy,adjective,1177,霧の多い,霧がかかった,
7486,fold,verb,958,折る,折りたたむ,
7487,folk,noun,1178,人々,民族,
7488,folklore,noun,2350,民間伝承,民俗,
7489,fond,adjective,1710,好きで,愛情のこもった,
7490,footstep,noun,1421,足音,足跡,
7491,fore,adjective,2351,前の,前部の,
7492,forecast,verb,1710,予報する,予測する,
7493,forehead,noun,1178,額,ひたい,
7494,foreigner,noun,1179,外国人,,
7495,foresee,verb,2352,予見する,予知する,
7496,format,noun,1711,形式,フォーマット,
7497,formulate,verb,2658,公式化する,作り上げる,
7498,fort,noun,1711,砦,要塞,
7499,fossil,noun,2028,化石,,
7500,foul,adjective,1712,不潔な,悪臭のする,ファウルの
7501,fowl,noun,2028,家禽,鳥,
7502,fragrance,noun,2029,香り,芳香,
7503,freckle,noun,2029,そばかす,,
7504,frequency,noun,1712,頻度,周波数,
7505,fridge,noun,958,冷蔵庫,,
7506,frog,noun,959,カエル,,
7507,frozen,adjective,1179,凍った,冷凍の,
7508,frying,noun,1180,揚げること,,
7509,furious,adjective,1713,激怒した,猛烈な,
7510,gale,noun,2352,強風,暴風,
7511,gallon,noun,1180,ガロン,,
7512,gang,noun,1421,ギャング,一団,
7513,garage,noun,959,ガレージ,車庫,
7514,garlic,noun,1181,ニンニク,,
7515,garment,noun,2030,衣服,,
7516,gasoline,noun,1181,ガソリン,,
7517,gem,noun,1713,宝石,,
7518,genre,noun,2353,ジャンル,様式,
7519,gently,adverb,1182,優しく,そっと,
7520,geography,noun,1183,地理,地理学,
7521,geology,noun,2353,地質学,,
7522,German,adjective,960,ドイツの,ドイツ語,
7523,giant,noun,1183,巨人,大企業,
7524,ginger,noun,1422,ショウガ,,
7525,giraffe,noun,1184,キリン,,
7526,glacier,noun,2030,氷河,,
7527,glance,verb,1423,ちらっと見る,,
7528,glimpse,noun,1714,ちらっと見ること,一瞥,
7529,gnaw,verb,2354,かじる,かむ,
7530,goodness,noun,1423,善,美徳,
7531,gorgeous,adjective,1424,豪華な,素晴らしい,
7532,gospel,noun,2354,福音,,
7533,gossip,noun,1715,うわさ話,ゴシップ,
7534,gown,noun,1715,ガウン,ドレス,
7535,graceful,adjective,1716,優雅な,上品な,
7536,gracious,adjective,2355,親切な,優雅な,
7537,gradient,noun,2659,勾配,傾斜,
7538,gradual,adjective,1716,徐々の,段階的な,
7539,gram,noun,960,グラム,,
7540,grammar,noun,1184,文法,,
7541,grand,adjective,1185,壮大な,立派な,
7542,grandchild,noun,961,孫,,
7543,grandparent,noun,962,祖父母,,
7544,granite,noun,2355,花崗岩,,
7545,granny,noun,1185,おばあちゃん,,
7546,graphic,adjective,2031,図の,グラフィックの,
7547,grasshopper,noun,1424,バッタ,,
7548,grateful,adjective,1425,感謝している,ありがたく思う,
7549,gravel,noun,1717,砂利,,
7550,graze,verb,2031,草を食べる,かすめる,
7551,grease,noun,1717,油脂,グリース,
7552,Greek,adjective,1186,ギリシャの,ギリシャ語,
7553,greenhouse,noun,1425,温室,,
7554,greeting,noun,1186,挨拶,,
7555,grocer,noun,1426,食料雑貨店主,,
7556,grope,verb,2356,手探りする,,
7557,gross,adjective,1718,総計の,ひどい,
7558,grove,noun,2032,木立,果樹園,
7559,growl,verb,1718,うなる,,
7560,guerrilla,noun,2659,ゲリラ,,
7561,guideline,noun,2032,ガイドライン,指針,
7562,guild,noun,2356,組合,ギルド,
7563,guilty,adjective,1426,有罪の,罪悪感のある,
7564,gum,noun,1187,ガム,歯茎,
7565,gut,noun,1719,腸,内臓,
7566,gymnasium,noun,1427,体育館,ジム,
7567,habitat,noun,2357,生息地,,
7568,hale,adjective,2660,元気な,頑健な,
7569,ham,noun,962,ハム,,
7570,hamburger,noun,783,ハンバーガー,,
7571,handful,noun,1427,一握り,少数,
7572,handkerchief,noun,1187,ハンカチ,,
7573,handy,adjective,1428,便利な,手近な,
7574,hangar,noun,2358,格納庫,,
7575,hanger,noun,1188,ハンガー,,
7576,hans,noun,1719,ハンス,,
7577,hare,noun,1720,野ウサギ,,
7578,harmful,adjective,1428,有害な,害のある,
7579,harmless,adjective,1720,無害な,,
7580,haste,noun,2033,急ぐこと,性急,
7581,hatch,verb,1721,ふ化する,孵化する,
7582,haunt,verb,2034,出没する,頭から離れない,
7583,hawk,noun,1429,タカ,,
7584,hay,noun,1188,干し草,,
7585,hazel,noun,2034,ハシバミ,,
7586,headline,noun,1430,見出し,ヘッドライン,
7587,heal,verb,1189,治す,癒す,
7588,heartbeat,noun,1430,鼓動,心拍,
7589,hearth,noun,2358,炉,炉辺,
7590,heater,noun,1190,暖房器具,ヒーター,
7591,heating,noun,1431,暖房,加熱,
7592,heaven,noun,1190,天国,天,
7593,heavyweight,noun,1722,ヘビー級,重量級,
7594,hedge,noun,1722,生け垣,,
7595,heel,noun,963,かかと,ヒール,
7596,helicopter,noun,1191,ヘリコプター,,
7597,hell,noun,1191,地獄,,
7598,helmet,noun,1192,ヘルメット,,
7599,helpless,adjective,1723,無力な,頼りない,
7600,hemisphere,noun,2359,半球,,
7601,hen,noun,963,雌鶏,めんどり,
7602,herb,noun,1431,ハーブ,薬草,
7603,herd,noun,1432,群れ,,
7604,heroin,noun,2359,ヘロイン,,
7605,heroine,noun,1432,ヒロイン,女性主人公,
7606,heroism,noun,2360,英雄的行為,勇敢さ,
7607,hesitate,verb,1433,ためらう,躊躇する,
7608,hesitation,noun,1723,ためらい,躊躇,
7609,hey,other,626,ねえ,おい,
7610,hi,other,470,やあ,こんにちは,
7611,hickory,noun,2660,ヒッコリー,,
7612,highland,noun,2035,高地,高原,
7613,highlight,verb,1724,強調する,ハイライトする,
7614,hilarious,adjective,2035,とても面白い,陽気な,
7615,hip,noun,964,腰,ヒップ,
7616,hippo,noun,1192,カバ,,
7617,historian,noun,1724,歴史家,,
7618,historic,adjective,1433,歴史的な,歴史上有名な,
7619,hitherto,adverb,2925,今まで,これまで,
7620,hockey,noun,1193,ホッケー,,
7621,holder,noun,1434,所有者,ホルダー,
7622,homepage,noun,1193,ホームページ,,
7623,homeless,adjective,1434,ホームレスの,家のない,
7624,homesick,adjective,1725,ホームシックの,郷愁の,
7625,homework,noun,784,宿題,,
7626,homosexual,adjective,2360,同性愛の,,
7627,honestly,adverb,1194,正直に,誠実に,
7628,honey,noun,784,蜂蜜,,
7629,honeymoon,noun,1725,新婚旅行,,
7630,honorable,adjective,2036,立派な,尊敬すべき,
7631,hook,noun,964,フック,釣り針,
7632,horizon,noun,1435,地平線,水平線,
7633,horizontal,adjective,1726,水平の,横の,
7634,hormone,noun,2036,ホルモン,,
7635,horn,noun,965,角,ホーン,クラクション
7636,horrify,verb,2037,ぞっとさせる,恐怖を感じさせる,
7637,horseback,noun,1436,馬の背,,
7638,horseshoe,noun,1726,蹄鉄,,
7639,hose,noun,1436,ホース,,
7640,hospitable,adjective,2361,もてなしのよい,親切な,
7641,hospitality,noun,2037,もてなし,歓待,
7642,hotdog,noun,785,ホットドッグ,,
7643,hourly,adjective,1437,1時間ごとの,時給の,
7644,housekeeper,noun,1727,家政婦,家事手伝い,
7645,housewife,noun,1194,主婦,,
7646,housework,noun,1195,家事,,
7647,housing,noun,1437,住宅,住居,
7648,huddle,verb,2038,寄り集まる,丸くなる,
7649,hull,noun,2361,船体,外殻,
7650,hum,verb,1438,鼻歌を歌う,ハミングする,
7651,humanities,noun,2362,人文科学,,
7652,humanity,noun,2038,人類,人間性,
7653,humble,adjective,1728,謙虚な,つつましい,
7654,humid,adjective,1728,湿気の多い,蒸し暑い,
7655,humidity,noun,1729,湿度,湿気,
7656,humorous,adjective,1438,ユーモラスな,面白い,
7657,hump,noun,2039,こぶ,隆起,
7658,hunch,noun,2362,予感,直感,
7659,hunger,noun,965,飢え,空腹,
7660,hunter,noun,1196,ハンター,狩人,
7661,hurl,verb,2363,投げつける,吐く,
7662,hut,noun,1439,小屋,,
7663,hydrogen,noun,2040,水素,,
7664,hygiene,noun,2040,衛生,,
7665,hymn,noun,2041,賛美歌,,
7666,hysteria,noun,2925,ヒステリー,,
7667,ice-cream,noun,627,アイスクリーム,,
7668,iceberg,noun,1729,氷山,,
7669,icy,adjective,1196,氷の,凍った,冷淡な
7670,ideally,adverb,2041,理想的には,,
7671,identical,adjective,1730,同一の,まったく同じの,
7672,idiot,noun,1439,ばか者,愚か者,
7673,idol,noun,1440,アイドル,偶像,
7674,ignorance,noun,2042,無知,無学,
7675,ignorant,adjective,1730,無知な,知らない,
7676,ignore,verb,1197,無視する,,
7677,illegal,adjective,1440,違法の,不法の,
7678,illiterate,adjective,2661,読み書きのできない,,
7679,illuminate,verb,2661,照らす,明るくする,
7680,imaginative,adjective,1731,想像力豊かな,,
7681,immigrant,noun,1731,移民,,
7682,immunity,noun,2662,免疫,免除,
7683,impact,noun,1441,衝撃,影響,インパクト
7684,impatient,adjective,1732,せっかちな,我慢できない,
7685,imperial,adjective,2363,帝国の,皇帝の,
7686,implication,noun,2364,含意,影響,
7687,impress,verb,1441,感銘を与える,印象づける,
7688,inaccessible,adjective,2663,近づきにくい,入手できない,
7689,inaugurate,verb,2926,就任させる,開始する,
7690,incapable,adjective,2365,能力がない,できない,
7691,incidentally,adverb,2365,ついでに,ちなみに,
7692,inclusive,adjective,2366,含めて,包括的な,
7693,incoming,adjective,1732,到着する,次期の,
7694,incompetent,adjective,2663,無能な,不適格な,
7695,incomplete,adjective,1733,不完全な,未完成の,
7696,incredible,adjective,1442,信じられない,素晴らしい,
7697,incredibly,adverb,1733,信じられないほど,非常に,
7698,incur,verb,2926,招く,こうむる,
7699,indefinite,adjective,2366,不明確な,期限のない,
7700,indicator,noun,2042,指標,表示器,
7701,indispensable,adjective,2664,不可欠な,必須の,
7702,indoor,adjective,966,屋内の,,
7703,induce,verb,2664,引き起こす,誘導する,
7704,ineffective,adjective,2367,効果がない,無能な,
7705,inefficient,adjective,2367,非効率的な,,
7706,inevitable,adjective,2043,避けられない,必然的な,
7707,inevitably,adverb,2368,必然的に,避けられず,
7708,infect,verb,1734,感染させる,うつす,
7709,influential,adjective,2043,影響力のある,,
7710,influenza,noun,1735,インフルエンザ,,
7711,infrastructure,noun,2665,インフラ,社会基盤,
7712,initiative,noun,2368,主導権,イニシアチブ,
7713,inland,adjective,1735,内陸の,国内の,
7714,inner,adjective,1197,内部の,内側の,
7715,innovative,adjective,2044,革新的な,,
7716,input,noun,1443,入力,インプット,
7717,inquire,verb,2044,尋ねる,問い合わせる,
7718,insane,adjective,2369,正気でない,狂気の,
7719,insider,noun,2369,内部の人,インサイダー,
7720,inspector,noun,1736,検査官,調査員,
7721,install,verb,1443,設置する,インストールする,
7722,installment,noun,2370,分割払い,取り付け,
7723,institutional,adjective,2371,制度の,組織の,
7724,instruct,verb,1444,指示する,教える,
7725,instrumental,adjective,2371,役立つ,器楽の,
7726,insulate,verb,2665,絶縁する,隔離する,
7727,insure,verb,1444,保険をかける,確保する,
7728,intact,adjective,2372,無傷の,そのままの,
7729,intake,noun,2372,摂取,吸入,
7730,integral,adjective,2666,不可欠な,積分の,
7731,intellect,noun,2373,知性,知力,
7732,intelligible,adjective,2927,理解できる,明瞭な,
7733,intensity,noun,2045,強さ,激しさ,
7734,intensive,adjective,2045,集中的な,徹底的な,
7735,intent,noun,2373,意図,目的,
7736,interact,verb,2046,相互作用する,交流する,
7737,interaction,noun,2047,相互作用,交流,
7738,intercourse,noun,2677,性交,交流,
7739,interior,noun,1736,内部,内側,
7740,internal,adjective,1445,内部の,国内の,
7741,interpret,verb,1737,解釈する,通訳する,
7742,interpreter,noun,1737,通訳者,,
7743,intestine,noun,2047,腸,,
7744,invalid,adjective,2374,無効な,病弱な,
7745,invaluable,adjective,2678,非常に貴重な,,
7746,invariably,adverb,2927,常に,必ず,
7747,inventor,noun,1445,発明家,,
7748,inverse,adjective,2678,逆の,反対の,
7749,invest,verb,1446,投資する,注ぐ,
7750,involvement,noun,1738,関与,参加,
7751,inward,adjective,2048,内側への,内部の,
7752,iris,noun,1738,アヤメ,虹彩,
7753,Irish,adjective,1198,アイルランドの,,
7754,ironic,adjective,2048,皮肉な,アイロニカルな,
7755,irrespective,adjective,2928,無関係な,関係なく,
7756,isle,noun,1739,島,,
7757,Israeli,adjective,1739,イスラエルの,,
7758,ivory,noun,1740,象牙,,
7759,ivy,noun,1741,ツタ,,
7760,janitor,noun,1741,管理人,用務員,
7761,jaw,noun,1198,あご,顎,
7762,jazz,noun,1199,ジャズ,,
7763,jealous,adjective,1446,ねたんで,嫉妬して,
7764,jeans,noun,786,ジーンズ,,
7765,jeep,noun,1199,ジープ,,
7766,jelly,noun,966,ゼリー,ジェリー,
7767,jet,noun,1200,ジェット機,噴出,
7768,jewelry,noun,1200,宝石類,ジュエリー,
7769,Jewish,adjective,1447,ユダヤ人の,ユダヤ教の,
7770,joint,noun,1447,接合部,関節,
7771,jolly,adjective,1742,陽気な,楽しい,
7772,journalist,noun,1448,ジャーナリスト,記者,
7773,judg(e)ment,noun,1449,判断,判決,
7774,judicial,adjective,2679,司法の,裁判の,
7775,jug,noun,1201,水差し,ジャグ,
7776,junior,adjective,1201,年下の,下級の,ジュニアの
7777,justification,noun,2679,正当化,理由,
7778,kangaroo,noun,967,カンガルー,,
7779,kennel,noun,1742,犬小屋,,
7780,kettle,noun,1202,やかん,ケトル,
7781,kidnap,verb,2049,誘拐する,,
7782,kilogram,noun,968,キログラム,,
7783,kilometer,noun,968,キロメートル,,
7784,kin,noun,2049,親族,血縁,
7785,kindergarten,noun,969,幼稚園,,
7786,kindly,adverb,1203,親切に,優しく,
7787,kiss,verb,786,キスする,,
7788,kit,noun,1203,キット,用具一式,
7789,kite,noun,969,凧,,
7790,kitten,noun,970,子猫,,
7791,knob,noun,1449,つまみ,取っ手,
7792,knuckle,noun,1743,指の関節,ナックル,
7793,laboratory,noun,1204,実験室,研究所,ラボ
7794,lace,noun,1450,レース,靴ひも,
7795,lad,noun,1743,若者,少年,
7796,ladder,noun,1204,はしご,,
7797,lag,verb,2050,遅れる,のろのろ進む,
7798,lamb,noun,1205,子羊,ラム,
7799,lame,adjective,2050,足の不自由な,つまらない,
7800,landlady,noun,1744,女性地主,女将,
7801,landmark,noun,1744,ランドマーク,目印,画期的な出来事
7802,lap,noun,1205,膝,1周,
7803,laptop,noun,970,ノートパソコン,ラップトップ,
7804,laser,noun,1450,レーザー,,
7805,lass,noun,2051,少女,娘,
7806,lately,adverb,1206,最近,近頃,
7807,lateral,adjective,2680,横の,側面の,
7808,latitude,noun,2374,緯度,自由,
7809,latter,adjective,1745,後者の,後半の,
7810,laughter,noun,1206,笑い,笑い声,
7811,laundry,noun,1207,洗濯,クリーニング,
7812,lava,noun,1745,溶岩,,
7813,lavatory,noun,1746,洗面所,トイレ,
7814,lawn,noun,1207,芝生,,
7815,layout,noun,1746,レイアウト,配置,
7816,leadership,noun,1747,リーダーシップ,指導力,
7817,leading,adjective,1451,主要な,一流の,
7818,lease,noun,2051,賃貸借,リース,
7819,lecturer,noun,1451,講師,,
7820,ledge,noun,2052,棚,出っ張り,
7821,leek,noun,1748,ネギ,,
7822,leftover,noun,1452,残り物,余り,
7823,legislative,adjective,2680,立法の,,
7824,legislature,noun,2681,立法府,議会,
7825,lemonade,noun,971,レモネード,,
7826,lend,verb,971,貸す,,
7827,lens,noun,1208,レンズ,,
7828,lentil,noun,2053,レンズ豆,,
7829,leopard,noun,1452,ヒョウ,,
7830,lesser,adjective,2053,より少ない,より小さい,
7831,lest,conjunction,2929,〜しないように,,
7832,lettuce,noun,972,レタス,,
7833,lever,noun,1748,レバー,てこ,
7834,liable,adjective,2375,責任がある,〜しがちな,
7835,liaison,noun,2929,連絡,連携,
7836,liar,noun,1453,うそつき,,
7837,librarian,noun,1453,図書館員,,
7838,lick,verb,1209,なめる,,
7839,lifeboat,noun,1749,救命ボート,,
7840,lifelong,adjective,1749,生涯の,終生の,
7841,lifespan,noun,2375,寿命,耐用年数,
7842,lifestyle,noun,1454,ライフスタイル,生活様式,
7843,lifetime,noun,1454,一生,生涯,
7844,likewise,adverb,2054,同様に,同じように,
7845,limb,noun,1750,手足,枝,
7846,lime,noun,1455,ライム,石灰,
7847,limitation,noun,1750,制限,限界,
7848,linear,adjective,2376,線の,直線的な,
7849,linen,noun,1751,リネン,亜麻布,
7850,liner,noun,1751,定期船,ライナー,
7851,linguistic,adjective,2681,言語の,言語学的な,
7852,lining,noun,2054,裏地,ライニング,
7853,linkage,noun,2682,連結,結びつき,
7854,lip,noun,787,唇,くちびる,
7855,lipstick,noun,1209,口紅,,
7856,liquor,noun,1752,酒,蒸留酒,
7857,listener,noun,1210,聞き手,聴取者,
7858,literacy,noun,2376,読み書き能力,識字,
7859,literal,adjective,2377,文字通りの,逐語的な,
7860,literally,adverb,2055,文字通り,本当に,
7861,literary,adjective,2055,文学の,文芸の,
7862,livestock,noun,2056,家畜,,
7863,livelihood,noun,2378,生計,暮らし,
7864,lizard,noun,1456,トカゲ,,
7865,loading,noun,1456,積み込み,ローディング,
7866,loaf,noun,1210,パンの塊,一斤,
7867,lobster,noun,1457,ロブスター,,
7868,locally,adverb,1457,地元で,局所的に,
7869,lodging,noun,2056,宿,宿泊所,
7870,loft,noun,1752,屋根裏,ロフト,
7871,logging,noun,2057,伐採,ログ記録,
7872,lonesome,adjective,1753,寂しい,孤独な,
7873,longitude,noun,2378,経度,,
7874,loop,noun,1458,ループ,輪,
7875,loose,adjective,972,ゆるい,自由な,
7876,loot,verb,2379,略奪する,,
7877,lorry,noun,1458,トラック,,
7878,lottery,noun,1459,宝くじ,抽選,
7879,lotus,noun,2057,ハス,,
7880,louse,noun,2379,シラミ,,
7881,lover,noun,1211,恋人,愛好家,
7882,loving,adjective,1211,愛情深い,,
7883,lowland,noun,2058,低地,,
7884,lubricate,verb,2683,潤滑油を注す,,
7885,lucid,adjective,2930,明快な,明晰な,
7886,lumber,noun,1754,材木,木材,
7887,lump,noun,1459,塊,かたまり,
7888,lunar,adjective,2058,月の,,
7889,luncheon,noun,1460,昼食会,,
7890,lust,noun,2380,強い欲望,情欲,
7891,luxury,noun,1460,ぜいたく,贅沢,
7892,lyric,noun,2059,歌詞,抒情詩,
7893,machinery,noun,1754,機械類,機構,
7894,mad,adjective,973,気の狂った,怒った,
7895,madness,noun,2060,狂気,熱狂,
7896,magician,noun,1461,マジシャン,魔術師,
7897,magistrate,noun,2683,治安判事,長官,
7898,magnet,noun,1462,磁石,,
7899,magnetic,adjective,1755,磁気の,魅力的な,
7900,maid,noun,1212,メイド,家政婦,
7901,maiden,noun,2060,乙女,未婚の女性,
7902,mainland,noun,1755,本土,大陸,
7903,mainstream,noun,2061,主流,メインストリーム,
7904,maize,noun,1756,トウモロコシ,,
7905,makeup,noun,1212,化粧,メイクアップ,
7906,malaria,noun,2380,マラリア,,
7907,male,adjective,973,男性の,オスの,
7908,mall,noun,1213,ショッピングモール,商店街,
7909,mane,noun,1756,たてがみ,,
7910,mango,noun,1213,マンゴー,,
7911,mansion,noun,1757,大邸宅,マンション,
7912,manually,adverb,1757,手動で,手作業で,
7913,manure,noun,2381,肥料,堆肥,
7914,maple,noun,1462,カエデ,メープル,
7915,marathon,noun,1463,マラソン,,
7916,marble,noun,1463,大理石,ビー玉,
7917,mare,noun,1758,雌馬,めうま,
7918,marine,adjective,1758,海の,海洋の,
7919,marker,noun,1464,マーカー,目印,
7920,marketing,noun,1464,マーケティング,販売,
7921,marketplace,noun,1759,市場,,
7922,marvelous,adjective,1760,素晴らしい,驚くべき,
7923,masculine,adjective,2381,男性的な,男らしい,
7924,mast,noun,2061,マスト,帆柱,
7925,masterpiece,noun,1760,傑作,名作,
7926,mat,noun,974,マット,敷物,
7927,mathematician,noun,1761,数学者,,
7928,maths,noun,975,数学,,
7929,mattress,noun,1465,マットレス,,
7930,maturity,noun,2062,成熟,満期,
7931,mayor,noun,1465,市長,,
7932,maze,noun,1761,迷路,,
7933,meadow,noun,1762,牧草地,草原,
7934,meantime,noun,1466,その間,,
7935,measurable,adjective,2382,測定可能な,,
7936,mechanical,adjective,1762,機械的な,機械の,
7937,mechanics,noun,2062,力学,機械学,
7938,medieval,adjective,2382,中世の,,
7939,Mediterranean,adjective,1763,地中海の,,
7940,medium,noun,1466,中間,媒体,メディア
7941,meek,adjective,2684,おとなしい,従順な,
7942,melon,noun,975,メロン,,
7943,membership,noun,1467,会員,メンバーシップ,
7944,membrane,noun,2684,膜,,
7945,memo,noun,1214,メモ,覚書,
7946,memoir,noun,2685,回想録,伝記,
7947,memorable,adjective,2063,忘れられない,記念すべき,
7948,mentally,adverb,1763,精神的に,心の中で,
7949,menu,noun,787,メニュー,献立,
