word,pattern_number,sentence_en,sentence_ja,choice_1,choice_2,choice_3,choice_4,correct_choice_index,feedback_1,feedback_2,feedback_3,feedback_4,tags,usage_scene,embedding_text
abandon,1,The crew had to <u>abandon</u> the sinking ship immediately.,乗組員は沈没する船をすぐに放棄しなければならなかった。,放棄する,固定する,修理する,引き返す,1,「放棄する」が正解です。abandon は「危険や困難な状況で何かを諦めて去る」という意味で、沈没船という緊急事態に最適です。共通テストや模試では、abandon は「危険だから捨てる」イメージでよく出ます。語源はフランス語の à bandon（自由にする）から来ています。,「固定する」に対応する英語は secure / fasten などで、船を安定させる行為を表します。abandon は船を去ることなので、意味が正反対になり不正解です。,「修理する」に対応する英語は repair / fix などで、船を直す行為を表します。しかし immediately（すぐに）という緊急性から、沈没中の船を修理する時間はないため不自然です。,「引き返す」は英語では return / turn back で、元の場所に戻ることを表します。沈没船からは脱出が必要であり、戻ることはありえないため不正解です。,action;emergency;movement;formal,emergency situation at sea,abandon : The crew had to abandon the sinking ship immediately. / 乗組員は沈没する船をすぐに放棄しなければならなかった。 / 正解: 放棄する / tags: action;emergency;movement;formal / scene: emergency situation at sea
abandon,2,The family decided to <u>abandon</u> their old house in the countryside.,その家族は田舎の古い家を手放すことに決めた。,手放す,修理する,購入する,賃貸する,1,「手放す」が正解です。abandon は「必要がなくなった、または維持できなくなったものを諦めて去る」という意味で、古い家を処分する状況に適しています。入試では「見捨てる」「放棄する」という訳で頻出し、give up よりも「完全に離れる」ニュアンスが強い点に注意しましょう。,「修理する」は英語では repair / fix で、建物を直す行為を表します。abandon は逆に「離れる・捨てる」という意味なので不正解です。,「購入する」は英語では buy / purchase で、所有権を得る行為を表します。abandon は所有を手放す行為なので真逆になります。,「賃貸する」は英語では rent (out) で、他人に貸す行為を表します。abandon は完全に手放すことを意味するため、貸すという選択肢とは異なります。,daily_life,action,decision,formal,family discussion about property,abandon : The family decided to abandon their old house in the countryside. / その家族は田舎の古い家を手放すことに決めた。 / 正解: 手放す / tags: daily_life,action,decision,formal / scene: family discussion about property
abominate,1,She <u>abominate</u> injustice in all its forms.,彼女はあらゆる形の不正義を忌み嫌う。,忌み嫌う,許す,研究する,報告する,1,「忌み嫌う」が正解です。abominate は「強く嫌悪する、忌み嫌う」という意味で、injustice と in all its forms という包括的な拒絶が論理的です。,「許す」は英語では forgive / tolerate で、容認する行為を表します。abominate は強い嫌悪なので真逆です。,「研究する」は英語では study で、調査する行為を表します。abominate は感情的な拒絶なので、客観的研究とは異なります。,「報告する」は英語では report で、情報を伝える行為を表します。abominate は価値判断を含む感情なので、中立的報告とは違います。,emotion_negative;moral;abstract;formal,expression of moral conviction,abominate : She abominate injustice in all its forms. / 彼女はあらゆる形の不正義を忌み嫌う。 / 正解: 忌み嫌う / tags: emotion_negative;moral;abstract;formal / scene: expression of moral conviction
abominate,2,He <u>abominate</u> cruelty and works for animal welfare.,彼は残酷さを忌み嫌い、動物福祉のために働いている。,忌み嫌う,研究する,記録する,許す,1,「忌み嫌う」が正解です。abominate は「憎悪する、忌み嫌う」という意味で、cruelty と works for animal welfare という一貫した姿勢を示します。,「研究する」は英語では study で、調査する行為を表します。works for welfare という active opposition を考えると、研究より強い感情が自然です。,「記録する」は英語では record で、保存する行為を表します。abominate は道徳的な拒絶なので、中立的記録とは異なります。,「許す」は英語では forgive / tolerate で、容認する行為を表します。works for welfare という積極的反対とは矛盾します。,emotion_negative;moral;social;animal,description of animal welfare advocate,abominate : He abominate cruelty and works for animal welfare. / 彼は残酷さを忌み嫌い、動物福祉のために働いている。 / 正解: 忌み嫌う / tags: emotion_negative;moral;social;animal / scene: description of animal welfare advocate
abominate,3,Most people <u>abominate</u> violence and prefer peaceful resolution of conflicts.,ほとんどの人は暴力をひどく嫌い、紛争の平和的解決を好む。,ひどく嫌う,支持する,研究する,記録する,1,「ひどく嫌う」が正解です。abominate violence は「暴力を激しく嫌悪する」という道徳的立場で、prefer peaceful resolution という対照的選好が論理的です。平和主義・非暴力の文脈で重要な表現です。,「支持する」は英語では support で、賛成することを表します。prefer peaceful resolution という文脈では、violence を support することとは矛盾します。support is endorse、abominate is detest です。,「研究する」は英語では research で、調べることを表します。abominate は strong moral rejection であり、neutral academic study とは異なります。research is study、abominate is loathe です。,「記録する」は英語では record で、保存することを表します。most people abominate という widespread moral sentiment は mere documentation とは異なります。record is document、abominate is detest です。,moral,social,formal,emotion_negative,universal moral values,abominate : Most people abominate violence and prefer peaceful resolution of conflicts. / ほとんどの人は暴力をひどく嫌い、紛争の平和的解決を好む。 / 正解: ひどく嫌う / tags: moral,social,formal,emotion_negative / scene: universal moral values
abominate,4,They <u>abominate</u> discrimination based on religion or ethnicity.,彼らは宗教や民族に基づく差別を忌み嫌う。,忌み嫌う,許可する,調査する,隠す,1,「忌み嫌う」が正解です。abominate は「強く憎む」という意味で、discrimination という社会悪に対する強い moral rejection を示します。,「許可する」は英語では permit / allow で、認める行為を表します。discrimination という不正義に対しては拒絶が自然です。,「調査する」は英語では investigate で、調べる行為を表します。abominate は道徳的な感情表現なので、中立的調査とは異なります。,「隠す」は英語では conceal で、見えなくする行為を表します。abominate は公的な非難なので、隠すとは逆です。,social;moral;emotion_negative;formal,human rights advocacy,abominate : They abominate discrimination based on religion or ethnicity. / 彼らは宗教や民族に基づく差別を忌み嫌う。 / 正解: 忌み嫌う / tags: social;moral;emotion_negative;formal / scene: human rights advocacy
abominate,5,They <u>abominate</u> corruption and work tirelessly to expose it.,彼らは汚職をひどく嫌い、それを暴露するために絶え間なく働く。,ひどく嫌う,容認する,研究する,隠す,1,「ひどく嫌う」が正解です。abominate corruption は「汚職を激しく嫌悪する」という倫理的立場で、work to expose という対抗行動が論理的です。反汚職運動で重要な表現です。,「容認する」は英語では tolerate で、我慢することを表します。work tirelessly to expose という active opposition とは、toleration は矛盾します。tolerate is accept、abominate is detest です。,「研究する」は英語では research で、調べることを表します。abominate は strong ethical rejection であり、though research may be part of exposure、the key emotion is disgust です。research is study、abominate is loathe です。,「隠す」は英語では conceal で、見えなくすることを表します。work to expose という revelation activity とは正反対です。conceal is hide、abominate is detest です。,politics,moral,formal,emotion_negative,anti-corruption campaign,abominate : They abominate corruption and work tirelessly to expose it. / 彼らは汚職をひどく嫌い、それを暴露するために絶え間なく働く。 / 正解: ひどく嫌う / tags: politics,moral,formal,emotion_negative / scene: anti-corruption campaign
abominate,6,The reformers <u>abominate</u> corruption in public office.,改革者たちは公職における汚職を忌み嫌う。,忌み嫌う,調査する,報告する,許す,1,「忌み嫌う」が正解です。abominate は「強く憎悪する」という意味で、corruption と reformers という改革者の立場が論理的につながります。,「調査する」は英語では investigate で、調べる行為を表します。reformers という立場では、調査だけでなく強い道徳的拒絶が自然です。,「報告する」は英語では report で、情報を伝える行為を表します。abominate は価値判断を含む感情なので、中立的報告とは違います。,「許す」は英語では forgive / tolerate で、容認する行為を表します。reformers という改革者が corruption を許すことは矛盾します。,politics;moral;emotion_negative;formal,political reform movement,abominate : The reformers abominate corruption in public office. / 改革者たちは公職における汚職を忌み嫌う。 / 正解: 忌み嫌う / tags: politics;moral;emotion_negative;formal / scene: political reform movement
abominate,7,She <u>abominate</u> violence and promotes peaceful solutions.,彼女は暴力を忌み嫌い、平和的解決を推進する。,忌み嫌う,使用する,研究する,報告する,1,「忌み嫌う」が正解です。abominate は「強く嫌悪する」という意味で、violence と promotes peaceful solutions という対照的な立場を示します。,「使用する」は英語では use で、用いる行為を表します。promotes peaceful solutions という文脈では、violence を use することと矛盾します。,「研究する」は英語では study で、調査する行為を表します。promotes peaceful solutions という active opposition を考えると、中立的研究より強い拒絶が自然です。,「報告する」は英語では report で、情報を伝える行為を表します。abominate は道徳的な感情表現なので、中立的報告とは異なります。,emotion_negative;moral;peace;abstract,pacifist advocacy,abominate : She abominate violence and promotes peaceful solutions. / 彼女は暴力を忌み嫌い、平和的解決を推進する。 / 正解: 忌み嫌う / tags: emotion_negative;moral;peace;abstract / scene: pacifist advocacy
abominate,8,The activists <u>abominate</u> environmental destruction.,活動家たちは環境破壊を忌み嫌う。,忌み嫌う,研究する,記録する,許す,1,「忌み嫌う」が正解です。abominate は「強く憎む」という意味で、activists と environmental destruction という環境保護運動の文脈が論理的です。,「研究する」は英語では study で、調査する行為を表します。activists という立場では、研究だけでなく強い道徳的反対が自然です。,「記録する」は英語では record で、保存する行為を表します。abominate は価値判断を含む強い感情なので、中立的記録とは違います。,「許す」は英語では forgive / tolerate で、容認する行為を表します。activists という積極的反対者が destruction を許すことは矛盾します。,environment;emotion_negative;social;formal,environmental activism,abominate : The activists abominate environmental destruction. / 活動家たちは環境破壊を忌み嫌う。 / 正解: 忌み嫌う / tags: environment;emotion_negative;social;formal / scene: environmental activism
abominate,9,Many people <u>abominate</u> the idea of censorship.,多くの人々は検閲という考えを忌み嫌う。,忌み嫌う,支持する,提案する,研究する,1,「忌み嫌う」が正解です。abominate は「強く嫌悪する」という意味で、censorship という言論統制に対する強い拒絶を示します。自由社会の価値観を表す表現です。,「支持する」は英語では support で、賛成する行為を表します。abominate は強い嫌悪なので真逆です。,「提案する」は英語では propose / suggest で、勧める行為を表します。abominate は拒絶することなので矛盾します。,「研究する」は英語では study で、調査する行為を表します。abominate は道徳的な感情的拒絶なので、中立的研究とは異なります。,politics;social;emotion_negative;abstract,discussion about freedom of speech,abominate : Many people abominate the idea of censorship. / 多くの人々は検閲という考えを忌み嫌う。 / 正解: 忌み嫌う / tags: politics;social;emotion_negative;abstract / scene: discussion about freedom of speech
abominate,10,Many citizens <u>abominate</u> the waste of public funds on unnecessary projects.,多くの市民は不必要なプロジェクトへの公金の浪費をひどく嫌っている。,ひどく嫌っている,支持している,調査している,記録している,1,「ひどく嫌っている」が正解です。abominate the waste は「浪費を激しく嫌悪する」という市民感情で、public funds と unnecessary projects という税金の無駄が論理的です。財政監視・市民運動で重要な表現です。,「支持している」は英語では support で、賛成していることを表します。waste of public funds という misuse を support することは citizen duty と矛盾します。support is endorse、abominate is detest です。,「調査している」は英語では are investigating で、調べていることを表します。abominate は strong emotional condemnation であり、though investigation may occur、the key sentiment is disgust です。are investigating is examining、abominate is loathe です。,「記録している」は英語では are recording で、保存していることを表します。many citizens abominate という widespread moral outrage は mere documentation より intense rejection です。are recording is documenting、abominate is detest です。,politics,social,formal,emotion_negative,fiscal accountability or public protest,abominate : Many citizens abominate the waste of public funds on unnecessary projects. / 多くの市民は不必要なプロジェクトへの公金の浪費をひどく嫌っている。 / 正解: ひどく嫌っている / tags: politics,social,formal,emotion_negative / scene: fiscal accountability or public protest
aboriginal,1,The <u>aboriginal</u> people have lived on this land for thousands of years.,その原住民は数千年もの間、この土地に住んできた。,原住民,移民,訪問者,探検家,1,「原住民」が正解です。aboriginal people は「先住民、原住民」という意味で、for thousands of years という長い歴史と論理的につながります。人類学・歴史で重要な専門用語です。,「移民」は英語では immigrants で、後から来た人々を表します。lived for thousands of years という先住性とは矛盾します。immigrants is newcomers、aboriginal is indigenous です。,「訪問者」は英語では visitors で、一時的に訪れる人々を表します。lived for thousands of years という permanent residence とは矛盾します。visitors is temporary guests、aboriginal is original inhabitants です。,「探検家」は英語では explorers で、新地を発見する人々を表します。lived for thousands of years という long-term inhabitation とは異なります。explorers is discoverers、aboriginal is native です。,social,history,formal,concrete,indigenous peoples or anthropology,aboriginal : The aboriginal people have lived on this land for thousands of years. / その原住民は数千年もの間、この土地に住んできた。 / 正解: 原住民 / tags: social,history,formal,concrete / scene: indigenous peoples or anthropology
aboriginal,2,Australia's <u>aboriginal</u> culture is one of the oldest continuous cultures in the world.,オーストラリアの先住民文化は、世界で最も古い連続文化の一つである。,先住民,移民,現代,外来,1,「先住民」が正解です。aboriginal culture は「先住民族の文化」という意味で、oldest continuous cultures という時代性が論理的です。オーストラリア史・文化人類学で重要な専門用語です。,「移民」は英語では immigrant で、後から来た人々の文化を表します。oldest continuous という先住性とは矛盾します。immigrant is newcomer、aboriginal is indigenous です。,「現代」は英語では modern / contemporary で、最近の時代を表します。oldest continuous という ancient origin とは矛盾します。modern is recent、aboriginal is ancient/indigenous です。,「外来」は英語では foreign / introduced で、外から来たものを表します。oldest continuous in the world という native origin とは矛盾します。foreign is external、aboriginal is native です。,culture,history,formal,abstract,Australian indigenous culture,aboriginal : Australia's aboriginal culture is one of the oldest continuous cultures in the world. / オーストラリアの先住民文化は、世界で最も古い連続文化の一つである。 / 正解: 先住民 / tags: culture,history,formal,abstract / scene: Australian indigenous culture
aboriginal,3,The museum exhibits <u>aboriginal</u> art and artifacts from various regions.,その博物館は、さまざまな地域の先住民の芸術品や工芸品を展示している。,先住民の,現代の,外国の,新しい,1,「先住民の」が正解です。aboriginal art は「先住民芸術」という意味で、museum exhibits という文化保存と various regions という地理的広がりが論理的です。博物館学・文化遺産で重要な用語です。,「現代の」は英語では contemporary / modern で、最近のものを表します。aboriginal は ancient/traditional を意味するため、通常は contemporary とは対照的です。contemporary is recent、aboriginal is traditional です。,「外国の」は英語では foreign で、他国のものを表します。aboriginal は native/indigenous を意味し、foreign とは逆の概念です。foreign is external、aboriginal is native です。,「新しい」は英語では new で、最近作られたものを表します。aboriginal は ancient/traditional を意味するため、new とは通常対照的です。new is recent、aboriginal is ancient です。,culture,art,formal,concrete,museum exhibition or cultural heritage,aboriginal : The museum exhibits aboriginal art and artifacts from various regions. / その博物館は、さまざまな地域の先住民の芸術品や工芸品を展示している。 / 正解: 先住民の / tags: culture,art,formal,concrete / scene: museum exhibition or cultural heritage
aboriginal,4,Researchers study <u>aboriginal</u> languages to preserve linguistic diversity.,研究者たちは言語的多様性を保存するために、先住民言語を研究している。,先住民,現代,外国,人工,1,「先住民」が正解です。aboriginal languages は「先住民族の言語」という意味で、preserve linguistic diversity という文化保存が論理的です。言語学・文化保存で重要な専門用語です。,「現代」は英語では modern / contemporary で、最近の言語を表します。aboriginal languages は古い伝統的言語を指すため、modern とは異なります。modern is recent、aboriginal is traditional です。,「外国」は英語では foreign で、他国の言語を表します。aboriginal は native/indigenous を意味し、foreign とは逆です。foreign is external、aboriginal is native です。,「人工」は英語では artificial / constructed で、作られた言語(エスペラント等)を表します。aboriginal は natural/evolved languages を意味します。artificial is constructed、aboriginal is natural です。,academic,culture,formal,abstract,linguistic research or language preservation,aboriginal : Researchers study aboriginal languages to preserve linguistic diversity. / 研究者たちは言語的多様性を保存するために、先住民言語を研究している。 / 正解: 先住民 / tags: academic,culture,formal,abstract / scene: linguistic research or language preservation
aboriginal,5,The <u>aboriginal</u> population faced displacement when settlers arrived.,入植者が到着したとき、先住民人口は強制移住に直面した。,先住民,移民,現代,外来,1,「先住民」が正解です。aboriginal population は「先住民族」という意味で、faced displacement と when settlers arrived という植民地化の歴史が論理的です。植民地史・人権で重要な歴史用語です。,「移民」は英語では immigrant で、後から来た人々を表します。when settlers arrived という context では、displaced されたのは original inhabitants (aboriginal) です。immigrant is newcomer、aboriginal is original inhabitant です。,「現代」は英語では modern / contemporary で、最近の人々を表します。colonial history の文脈では、現代ではなく先住 population が displaced されました。modern is recent、aboriginal is original です。,「外来」は英語では foreign で、外から来た人々を表します。faced displacement という被害者の文脈では、foreign より aboriginal (native) が適切です。foreign is external、aboriginal is native です。,history,social,formal,moral,colonial history or indigenous rights,aboriginal : The aboriginal population faced displacement when settlers arrived. / 入植者が到着したとき、先住民人口は強制移住に直面した。 / 正解: 先住民 / tags: history,social,formal,moral / scene: colonial history or indigenous rights
aboriginal,6,Traditional <u>aboriginal</u> medicine uses natural plants and healing practices.,伝統的な先住民医療は、天然の植物と治療法を用いる。,先住民,現代,西洋,実験的,1,「先住民」が正解です。aboriginal medicine は「先住民族の伝統医療」という意味で、traditional と natural plants/healing practices という伝統知識が論理的です。医療人類学・伝統知で重要な用語です。,「現代」は英語では modern / contemporary で、最近の医療を表します。traditional という形容詞とは矛盾します。modern is recent、aboriginal is traditional です。,「西洋」は英語では Western で、欧米の医療を表します。aboriginal は non-Western/indigenous を意味し、Western とは対照的です。Western is European、aboriginal is indigenous です。,「実験的」は英語では experimental で、試験的な医療を表します。traditional という established practices とは矛盾します。experimental is trial、aboriginal is traditional です。,medicine,culture,formal,concrete,traditional medicine or ethnomedicine,aboriginal : Traditional aboriginal medicine uses natural plants and healing practices. / 伝統的な先住民医療は、天然の植物と治療法を用いる。 / 正解: 先住民 / tags: medicine,culture,formal,concrete / scene: traditional medicine or ethnomedicine
aboriginal,7,The government signed treaties with <u>aboriginal</u> tribes to recognize their rights.,政府は先住民族の部族と、その権利を認めるために条約を結んだ。,先住民族の,移民,現代の,外国の,1,「先住民族の」が正解です。aboriginal tribes は「先住民族の部族」という意味で、recognize their rights という権利承認が論理的です。先住民権利・条約で重要な法律・政治用語です。,「移民」は英語では immigrant で、後から来た人々を表します。signed treaties to recognize rights という historical obligation は aboriginal (original inhabitants) に対してです。immigrant is newcomer、aboriginal is indigenous です。,「現代の」は英語では contemporary / modern で、最近の部族を表します。aboriginal tribes は ancient/traditional communities を指します。contemporary is recent、aboriginal is original です。,「外国の」は英語では foreign で、他国の部族を表します。government signed treaties という domestic context では、foreign より aboriginal (native) が適切です。foreign is external、aboriginal is native です。,politics,law,formal,social,indigenous rights or treaty law,aboriginal : The government signed treaties with aboriginal tribes to recognize their rights. / 政府は先住民族の部族と、その権利を認めるために条約を結んだ。 / 正解: 先住民族の / tags: politics,law,formal,social / scene: indigenous rights or treaty law
aboriginal,8,Anthropologists document <u>aboriginal</u> traditions before they disappear.,人類学者たちは、先住民の伝統が消える前にそれらを記録している。,先住民の,現代の,外来の,新しい,1,「先住民の」が正解です。aboriginal traditions は「先住民族の伝統」という意味で、before they disappear という文化消失の危機が論理的です。文化人類学・文化保存で重要な研究対象です。,「現代の」は英語では contemporary / modern で、最近の伝統を表します。before they disappear という endangered status は usually traditional/aboriginal cultures です。contemporary is recent、aboriginal is ancient です。,「外来の」は英語では foreign / introduced で、外から来た伝統を表します。aboriginal は native/indigenous を意味し、foreign とは逆です。foreign is external、aboriginal is native です。,「新しい」は英語では new で、最近の伝統を表します。before they disappear という threat は usually ancient/aboriginal traditions に対してです。new is recent、aboriginal is traditional です。,academic,culture,formal,action,anthropological research or cultural preservation,aboriginal : Anthropologists document aboriginal traditions before they disappear. / 人類学者たちは、先住民の伝統が消える前にそれらを記録している。 / 正解: 先住民の / tags: academic,culture,formal,action / scene: anthropological research or cultural preservation
aboriginal,9,The <u>aboriginal</u> creation myths explain the origins of the natural world.,その先住民の創世神話は、自然界の起源を説明している。,先住民の,現代の,科学的,外国の,1,「先住民の」が正解です。aboriginal creation myths は「先住民族の創世神話」という意味で、explain origins of natural world という cosmology が論理的です。神話学・比較宗教学で重要な研究対象です。,「現代の」は英語では contemporary / modern で、最近の神話を表します。creation myths は ancient/traditional narratives を指します。contemporary is recent、aboriginal is ancient です。,「科学的」は英語では scientific で、科学に基づく説明を表します。creation myths は mythological/spiritual narratives であり、scientific explanations とは異なる種類の知識です。scientific is empirical、aboriginal myths is mythological です。,「外国の」は英語では foreign で、他国の神話を表します。aboriginal は native/indigenous を意味し、foreign とは逆です。foreign is external、aboriginal is native です。,religion,culture,formal,abstract,mythology or comparative religion,aboriginal : The aboriginal creation myths explain the origins of the natural world. / その先住民の創世神話は、自然界の起源を説明している。 / 正解: 先住民の / tags: religion,culture,formal,abstract / scene: mythology or comparative religion
aboriginal,10,Conservation efforts aim to protect <u>aboriginal</u> sacred sites from development.,保全活動は、先住民の聖地を開発から保護することを目指している。,先住民の,現代の,商業的,外国の,1,「先住民の」が正解です。aboriginal sacred sites は「先住民族の聖地」という意味で、protect from development という文化遺産保護が論理的です。文化遺産保護・環境保全で重要な用語です。,「現代の」は英語では contemporary / modern で、最近の聖地を表します。aboriginal sacred sites は ancient/traditional holy places を指します。contemporary is recent、aboriginal is ancient です。,「商業的」は英語では commercial で、ビジネス用の場所を表します。sacred sites は spiritual/religious places であり、commercial とは逆の性質です。commercial is business、aboriginal sacred is spiritual です。,「外国の」は英語では foreign で、他国の聖地を表します。conservation efforts within a country は usually native/aboriginal sites を protect します。foreign is external、aboriginal is native です。,environment,culture,formal,moral,cultural heritage protection,aboriginal : Conservation efforts aim to protect aboriginal sacred sites from development. / 保全活動は、先住民の聖地を開発から保護することを目指している。 / 正解: 先住民の / tags: environment,culture,formal,moral / scene: cultural heritage protection
abortion,1,The debate over <u>abortion</u> rights remains a controversial political issue.,中絶の権利をめぐる議論は、依然として物議を醸す政治問題である。,中絶,出産,避妊,妊娠,1,「中絶」が正解です。abortion rights は「中絶の権利」という意味で、controversial political issue という論争性が論理的です。生命倫理・政治で重要かつ繊細な用語です。,「出産」は英語では childbirth / delivery で、赤ちゃんを産むことを表します。abortion は pregnancy termination なので、childbirth (pregnancy completion) とは正反対です。childbirth is delivery、abortion is termination です。,「避妊」は英語では contraception で、妊娠を prevent することを表します。abortion は after pregnancy begins であり、contraception は before pregnancy begins です。contraception is prevention、abortion is termination です。,「妊娠」は英語では pregnancy で、赤ちゃんを身ごもることを表します。abortion rights は rights regarding ending pregnancy であり、pregnancy itself ではありません。pregnancy is conception、abortion is termination です。,politics,moral,formal,abstract,reproductive rights debate,abortion : The debate over abortion rights remains a controversial political issue. / 中絶の権利をめぐる議論は、依然として物議を醸す政治問題である。 / 正解: 中絶 / tags: politics,moral,formal,abstract / scene: reproductive rights debate
abortion,2,Some religions prohibit <u>abortion</u> under any circumstances.,一部の宗教は、いかなる状況下でも中絶を禁じている。,中絶,出産,結婚,離婚,1,「中絶」が正解です。prohibit abortion は「中絶を禁止する」という宗教的教義で、under any circumstances という絶対性が論理的です。宗教倫理・生命倫理で重要な論点です。,「出産」は英語では childbirth / delivery で、赤ちゃんを産むことを表します。religions prohibit の対象として、childbirth を禁止することは論理的にありません。childbirth is delivery、abortion is termination です。,「結婚」は英語では marriage で、婚姻を結ぶことを表します。文脈は reproductive ethics であり、marriage (social institution) とは topic が異なります。marriage is matrimony、abortion is pregnancy termination です。,「離婚」は英語では divorce で、婚姻を解消することを表します。文脈は reproductive ethics であり、divorce (marital issue) とは topic が異なります。divorce is marital dissolution、abortion is pregnancy termination です。,religion,moral,formal,abstract,religious ethics or doctrine,abortion : Some religions prohibit abortion under any circumstances. / 一部の宗教は、いかなる状況下でも中絶を禁じている。 / 正解: 中絶 / tags: religion,moral,formal,abstract / scene: religious ethics or doctrine
abortion,3,The clinic provides counseling for women considering <u>abortion</u>.,そのクリニックは、中絶を検討している女性にカウンセリングを提供している。,中絶,出産,避妊,養子縁組,1,「中絶」が正解です。considering abortion は「中絶を検討している」という意味で、clinic provides counseling という医療・心理支援が論理的です。医療倫理・女性の健康で重要な文脈です。,「出産」は英語では childbirth で、赤ちゃんを産むことを表します。though counseling for childbirth exists、abortion counseling は specifically about termination decision です。childbirth is delivery、abortion is termination です。,「避妊」は英語では contraception で、妊娠を防ぐことを表します。considering という既に pregnant の文脈では、contraception (prevention) ではなく abortion (termination) が relevant です。contraception is prevention、abortion is termination です。,「養子縁組」は英語では adoption で、子どもを引き取ることを表します。women considering という個人の reproductive decision の文脈では、abortion が primary option です。adoption is raising others' child、abortion is termination です。,medicine,social,formal,concrete,reproductive health clinic,abortion : The clinic provides counseling for women considering abortion. / そのクリニックは、中絶を検討している女性にカウンセリングを提供している。 / 正解: 中絶 / tags: medicine,social,formal,concrete / scene: reproductive health clinic
abortion,4,Laws regarding <u>abortion</u> vary significantly between different countries.,中絶に関する法律は、国によって大きく異なる。,中絶,出産,結婚,離婚,1,「中絶」が正解です。laws regarding abortion は「中絶に関する法律」という意味で、vary between countries という国際比較が論理的です。比較法・国際人権で重要な研究対象です。,「出産」は英語では childbirth で、赤ちゃんを産むことを表します。laws vary significantly という legal diversity の context は usually about abortion (controversial) rather than childbirth (universal) です。childbirth is delivery、abortion is termination です。,「結婚」は英語では marriage で、婚姻を結ぶことを表します。文脈は reproductive rights law であり、marriage law (family law) とは legal area が異なります。marriage is matrimony、abortion is pregnancy termination です。,「離婚」は英語では divorce で、婚姻を解消することを表します。文脈は reproductive rights law であり、divorce law (family law) とは legal area が異なります。divorce is marital dissolution、abortion is pregnancy termination です。,law,politics,formal,abstract,comparative law or international human rights,abortion : Laws regarding abortion vary significantly between different countries. / 中絶に関する法律は、国によって大きく異なる。 / 正解: 中絶 / tags: law,politics,formal,abstract / scene: comparative law or international human rights
abortion,5,The court ruling legalized <u>abortion</u> in the first trimester.,その裁判所の判決は、妊娠初期の中絶を合法化した。,中絶,出産,避妊,妊娠,1,「中絶」が正解です。legalized abortion は「中絶を合法化した」という法的変更で、in the first trimester という時期限定が論理的です。憲法判例・生命倫理法で歴史的に重要な判決です。,「出産」は英語では childbirth で、赤ちゃんを産むことを表します。legalized という法的変更は usually restricted acts (abortion) についてであり、universal acts (childbirth) ではありません。childbirth is delivery、abortion is termination です。,「避妊」は英語では contraception で、妊娠を防ぐことを表します。in the first trimester という pregnancy stage の文脈では、abortion (during pregnancy) が relevant です。contraception is prevention、abortion is termination です。,「妊娠」は英語では pregnancy で、赤ちゃんを身ごもることを表します。court ruling legalized という legal act の対象は procedure (abortion)、not state (pregnancy) です。pregnancy is conception、abortion is termination です。,law,politics,formal,moral,landmark court decision,abortion : The court ruling legalized abortion in the first trimester. / その裁判所の判決は、妊娠初期の中絶を合法化した。 / 正解: 中絶 / tags: law,politics,formal,moral / scene: landmark court decision
abortion,6,Medical <u>abortion</u> uses medication rather than surgical procedures.,薬による中絶は、外科的処置ではなく薬物を使用する。,中絶,出産,治療,検査,1,「中絶」が正解です。medical abortion は「薬による中絶」という医療用語で、uses medication と rather than surgical が論理的です。産婦人科・医療技術で重要な専門用語です。,「出産」は英語では childbirth で、赤ちゃんを産むことを表します。medical abortion は termination method であり、childbirth (delivery method) とは逆の目的です。childbirth is delivery、abortion is termination です。,「治療」は英語では treatment で、病気を治すことを表します。medical abortion は specific procedure (pregnancy termination) であり、general treatment ではありません。treatment is therapy、abortion is termination です。,「検査」は英語では examination / test で、調べることを表します。uses medication という intervention の文脈では、examination (diagnostic) ではなく abortion (therapeutic/elective) です。examination is diagnosis、abortion is procedure です。,medicine,formal,concrete,action,medical procedure or reproductive health,abortion : Medical abortion uses medication rather than surgical procedures. / 薬による中絶は、外科的処置ではなく薬物を使用する。 / 正解: 中絶 / tags: medicine,formal,concrete,action / scene: medical procedure or reproductive health
abortion,7,Access to safe <u>abortion</u> services is considered a human rights issue.,安全な中絶サービスへのアクセスは、人権問題と見なされている。,中絶,出産,医療,教育,1,「中絶」が正解です。access to safe abortion services は「安全な中絶サービスへのアクセス」という人権論で、human rights issue という位置づけが論理的です。国際人権法・女性の権利で重要な論点です。,「出産」は英語では childbirth で、赤ちゃんを産むことを表します。access to safe services の文脈では、both childbirth and abortion は relevant ですが、human rights issue として controversial なのは abortion です。childbirth is delivery、abortion is termination です。,「医療」は英語では healthcare / medical care で、一般的な医療サービスを表します。文脈は specific reproductive rights (abortion) であり、general healthcare とは scope が異なります。healthcare is general、abortion services is specific です。,「教育」は英語では education で、学習機会を表します。文脈は reproductive health services であり、education (different sector) とは topic が異なります。education is learning、abortion is medical procedure です。,politics,moral,formal,abstract,human rights advocacy,abortion : Access to safe abortion services is considered a human rights issue. / 安全な中絶サービスへのアクセスは、人権問題と見なされている。 / 正解: 中絶 / tags: politics,moral,formal,abstract / scene: human rights advocacy
